Finnish;English;Hungarian
tapauskohtainen ratkaisu;Case-by-case solution;Esetenkénti megoldás
henkilökohtainen päätös;Personal, private decision;Személyes döntés
käyttäjäkohtainen tunnus;User specific login;Felhasználóhoz kötött azonosító
asianmukainen hoito;An adequate, appropriate treatment;Megfelelő kezelés
tavanmukainen käytäntö;A customary, conventional, standard practice;Szokásos gyakorlat
oikeudenmukainen puolustus;A fair, just, equitable defense;Igazságos védelem
epäoikeudenmukainen kohtelu;Unjust, wrongful, unfair treatment;Jogtalan bánásmód
totuudenmukainen selostus;A truthful narrative, based on the truth;Igaz történet
järjenmukainen toiminta;A rational action;Ésszerű cselekedet
tarkoituksenmukainen menetelmä;An adequate, appropriate method;Megfelelő módszer
odotuksenmukainen tulos;A predictable, expected result;Várható eredmény
luonnonmukainen ruoka;Natural, organic food;Természetes, organikus étel
johdonmukainen ajattelu;Coherent, consistent thinking;Összefüggő, következetes gondolkodás
epäjohdonmukainen ajattelu;Inconsistent, incoherent thinking;Inkonzisztens gondolkodás
ohjeiden mukainen pesu;Washing according to instructions;Utasítás szerinti mosás
perustuslain mukainen virkasyyte;Prosecution in accordance with the Constitution;Alkotmánynak megfelelő vádemelés
suositusten mukainen määrä;Amount according to the recommendations;Ajánlásoknak megfelelő mennyiség
odotusten mukainen suoritus;Performance in accordance with the expectations;Elvárásoknak megfelelő teljesítmény
EU:n sopimusten mukainen hätärahoitus;Emergency funding in line with EU treaties;Az EU-szerződéseknek megfelelő vészfinanszírozás
ulkomaalaislain mukainen velvollisuus;Obligation in accordance with the Aliens Act;A külföldiekre vonatkozó törvény szerinti kötelezettség
järjenvastainen väite;An irrational, unreasonable claim;Ésszerűtlen állítás
hallituksenvastainen mielenosoitus;An anti-government demonstration;Kormányellenes tüntetés
lainvastainen menettely;Illegal, unlawful conduct;Törvénysértő eljárás
oikeudenvastainen toiminta;An illicit, unlawful activity;Jogellenes tevékenység
luonnonvastainen ilmiö;An unnatural phenomenon;Természetellenes jelenség
odotuksenvastainen kehitys;An unexpected development;Váratlan fejlemény
sodanvastainen mielenosoitus;An anti-war, pacifist demonstration;Háborúellenes tüntetés
totuudenvastainen väite;An untrue allegation;Hamis állítás
päinvastainen mielipide;An opposing opinion;Ellentétes vélemény
sääntöjen vastainen;Against the rules;Szabályellenes
sääntöjen vastainen taklaus;Unlawful rigging;Szabálytalan ütközés
sääntöjen vastainen hyppypuku;Illegal jumping suit;Szabályellenes ugróruha
perustuslain vastainen poliittinen kostotoimi;Political retaliation against the Constitution;Alkotmánysértő politikai megtorlás
perustuslain vastainen oikeudenkäynti;Unconstitutional trial;Alkotmányellenes peres eljárás
myyntiluvan vastainen päätös;Decision against the marketing authorization;Értékesítési engedélyt sértő döntés
omien etujen vastainen toiminta;Action against their own interests;Saját érdekeiket sértő tevékenység
sunnuntain vastainen yö;The night before Sunday;Vasárnap előtti éjszaka
tiistain vastainen yö;The night before Tuesday;Kedd előtti éjszaka
